Hugo_Symbol	Entrez_Gene_Id	TCGA-A6-2675-01	TCGA-5M-AAT5-01	TCGA-AA-3521-01	TCGA-AA-3558-01	TCGA-A1-0001-01	TCGA-A1-0002-01	TCGA-A1-0003-01	TCGA-A1-0004-01	TCGA-A1-0005-01	TCGA-A1-0006-01	TCGA-A1-0007-01	TCGA-A1-0008-01	TCGA-A1-0009-01	TCGA-A1-0010-01	TCGA-A1-0011-01	TCGA-A1-0012-01	TCGA-A1-0013-01	TCGA-A1-0014-01	TCGA-A1-0015-01	TCGA-A1-0016-01	TCGA-A1-0017-01	TCGA-A1-0018-01	TCGA-A1-0019-01	TCGA-A1-0020-01	TCGA-A1-0021-01	TCGA-A1-0022-01	TCGA-A1-0023-01	TCGA-A1-0024-01	TCGA-A1-0025-01	TCGA-A1-0026-01	TCGA-A1-0027-01	TCGA-A1-0028-01	TCGA-A1-0029-01	TCGA-A1-0030-01	TCGA-A1-0031-01	TCGA-A1-0032-01	TCGA-A1-0033-01	TCGA-A1-0034-01	TCGA-A1-0035-01	TCGA-A1-0036-01	TCGA-A1-0037-01	TCGA-A1-0038-01	TCGA-A1-0039-01	TCGA-A1-0040-01
CEBPA	7996	2.3448530935414733	0.2660073090774825	-0.4040592730417699	-1.131782123336222	0.623703613212682	0.22566707583941154	-1.8343371012816225	1.8323942577733698	-1.5849011637832777	-0.16296369591618595	0.1725982243480458	-0.6573082343984834	-0.09831409925038333	-1.3736562503379357	-1.9663601874584946	-0.9938769854065684	-0.4043235677939804	-0.7308911171188065	0.6089196953752176	-0.002923425802169521	0.5855443845305559	-0.21878191500846145	-0.5911694812406652	-0.6354645941603001	-0.8538993675625207	0.2838654392125006	0.053831061162203	0.5152945752976981	0.35912501776252	0.5577869195777477	-0.4480802789097047	-0.4859948853239845	0.8461204778673137	0.11082895884196799	-2.1298028762832026	0.4000661601447559	0.37017079064214925	1.9002599349150067	-2.5988821766288903	-0.04919006832907933	0.44741213539951497	-0.09885697155999806	-2.170545312344262	-0.23913968648667291
ARFGAP2	1278	-0.32988360852814114	1.2520283865899133	1.0269454322894227	-2.123619508489633	-0.8369719607468664	1.690355513697048	-1.2466240324857578	0.5627988096681229	-0.3134089226034104	0.03889575763974036	-1.3734025145651605	-0.6753625147942933	0.8305958908953922	0.7395733673352611	-1.4020368455012004	-0.5916670242855212	-1.8191953154396752	-0.10380754402167612	-1.0302003481922974	0.9687604692866113	-0.017162366109530248	0.08489383033675378	1.5589844989904174	-0.770949595344613	-0.6153899176273622	1.7864886196561067	0.26485603490795384	0.7314581235183734	-0.6468278419357681	0.515102653417722	-0.15625927435483997	-2.0989122629934345	0.7112173118660651	1.315162451772478	0.23457403931533566	0.8676833756274778	0.5328720808217808	-0.07086841984811877	-0.5837319558075231	0.8683847134834501	-1.205357164873626	-1.6729388576779334	-1.1560719823470418	-0.09528270428737183
ESR2	1070	0.8307908986779399	-1.3101494355364158	0.0822545691229917	0.5546147909135841	-1.4509945801340012	1.9959587719366707	-1.186233935738133	1.2266335008467184	-2.159278849657076	0.20137737510160814	1.1024389511152215	1.3910002049648322	-0.48296346279918806	0.0543023963256833	0.8719315131128424	0.7322422995574581	-0.8287664604381062	-1.4337126531776827	0.14575402155545825	0.846022770185494	0.32494449551180427	0.0837015298522247	-0.7731296438285433	1.2206899282326658	0.7930220849534558	0.5633600177304027	-0.4929524493160066	-0.12182465830417627	-0.23456061516878857	-0.8239101374260546	1.1265056195638647	-1.6228953378650066	1.710024296416839	-1.0947401032259187	1.9797536246789689	-0.8695388524457695	-1.8875758152874251	1.533362549461555	-1.154277424650465	0.1186706006092259	-0.17553969305578077	1.1633643625431969	0.9099199233795842	1.8697229386302199
FLT3	7420	0.7989620588175201	-0.1625576723079801	-0.7079995207889429	0.8213205847148198	-0.8223162830621397	0.812559017126381	0.49547241865713887	1.0840684257235773	0.7057168253246817	-0.8989719351120842	-0.10146717814295302	0.21296833446981242	-0.021323970594186004	0.25534983535961636	-0.4365440368520282	-0.9412022693713822	0.2712181520956356	-0.9533460097326988	1.0347492171163188	2.267975159007563	0.8118754371519724	-0.19458056233937687	-1.268529533708827	0.7974762718314015	-1.905544789767417	0.09798753048439185	-1.471347156936715	-1.0118288495510432	0.5205214358506736	-0.0060435118335401845	1.4416853716944642	1.3489107541736056	-0.4572784052682248	-1.3090644329654468	-1.9300051361248223	1.5853628040800045	-1.49489233070438	-0.08103562401460622	0.6719398599808488	-0.31305038877501984	-1.3486424693097612	-0.3105836374291193	0.711777629281897	0.8285480835224449
ZNF268	2395	0.869278356364703	1.8956152517199927	0.2014969825095017	0.4844224045293841	-1.3207094442875513	-0.7200164627786517	0.6670155467156019	-1.158454761481512	0.6754389415876572	1.775022246459052	-0.8241905989669086	0.04517739451062596	1.8132772748194492	-1.674176936453581	0.5267856814358046	0.3859794065649989	0.5204431120119765	1.028931208135223	0.19561700823126763	-0.01931489999122625	3.7902216636338393	0.11726984026202124	-0.5628437910405572	0.07234598410110336	-1.0139867655054584	-0.3652108000687359	-0.8005187567081388	-0.452072353350407	-0.6180064773120176	0.19627004587845262	-0.22296094967264135	0.482626308691019	-0.09167338731896735	0.7186768908954547	-0.7162487996306289	1.5281343846281266	-1.4815179685601576	-0.024154825191703925	1.0079309206622578	0.9675512532150397	-0.8073406307451915	-0.03931752158274735	-0.8350063637863728	1.0846760922839243
TNNI3K	2358	-1.4714991410623721	0.6273955919111447	-2.138324238063662	0.3407866051233904	-0.7497526758482304	-0.45200282033143724	-0.5076942785948209	-1.0650710860328314	-0.22275243728642038	-1.639708350005757	0.6397837858083671	1.0695073793985888	1.884758158919735	-1.9114384819962473	0.9927306123788459	-0.45470124385950483	0.65121666991621	0.3036294951341813	-0.19642346386383577	0.29808055233773906	-1.3755630637668528	-0.5921360862473926	-0.27541426286194487	-3.001975270565903	0.36787635540329433	-1.0889732734742932	0.9366971439876427	-1.6746450315529964	0.2202608128286731	1.2900360504187607	-1.7424433007806974	0.15077165967540238	-0.6347487035472439	-0.5970786390754648	-0.7495678926629091	0.44803456289392907	0.9281553055989153	2.138209503910899	1.7274280075976107	-0.11226200156924575	1.0483793254741434	-0.4698602966197918	0.7908397056081344	-0.4679825162722643
PROK1	6390	-1.1895287637407217	0.06857977860233908	-0.5661661941660402	3.1036056433577017	0.6364413997364965	0.12032365746362594	-0.22417697842819156	-1.0688200519401236	-0.9878752113335688	0.2581902018325037	-0.5925867901336519	-0.3596523213617372	1.7358529852335656	-0.6337608395689718	-0.5114125026544141	2.2180718571455666	1.9153277299605043	0.5592763606663594	-1.4698945471015197	0.1715624378396257	-0.20933570032461682	0.6239896937710556	2.1440623167272874	0.6717709632963555	1.33393085161049	0.04460152251561927	1.2720445645815612	1.0083301087788032	-1.1370827122296017	1.5268885569049595	0.9374139921793975	-1.4784516736180031	0.9234990702999595	-0.556353856613072	-0.9070247473968616	-1.5703869401681405	-0.7089694532088412	0.184697000799047	-0.41800465282701005	1.4255068681069378	-0.9023751643507019	-0.10715993760305273	-0.5565837229406307	1.2223226380692627
IL36B	8901	-0.8714391017502771	-0.20999790515524186	0.8550310375985618	1.4156637416228997	-0.2609653650781307	-2.050325170850717	0.48022983280981807	-0.00017256676687671588	0.5973917200391782	0.6741974645097922	-1.5034311457677498	-0.6061847396500364	0.18566652440730233	-0.3595763107851859	0.1274891568837992	0.20365064536321315	-0.4144957094231915	0.4482415002604836	-1.9827985700950073	1.9208015622215424	-2.66828383953385	0.040351323768647404	0.9379243031964154	1.0484787108060716	0.8041191212427613	0.7394275792823309	0.20538671131830488	0.7184463781263732	-0.02296633703949083	-1.0843271247610975	-0.8019579286331704	-0.05579828048093312	-2.1679679949499358	1.1360270454634152	-0.133548068947735	1.3999388891338167	-0.2828851713794478	0.9060822058458836	0.1423462249194921	1.6769012694546706	0.8374837262916468	0.9105795976172057	-0.7800319104909013	-0.4286772629460077
DLX1	6876	-0.08704091104714018	1.3857966474749863	-1.9803422750237443	-0.07712393655385273	-0.2748360783770139	-0.38508208740625294	-0.09799381919894942	0.4099604689539182	-1.2236644244587922	-0.8912427958232322	0.6405762839042646	-0.4654086390485258	0.40692186546465314	0.05572331228474576	-0.3289421880547417	0.6561985064795244	0.319276563471541	-1.51325034578561	-1.3729195800360117	-0.26285173269880785	-1.7706137953761552	1.1161303960337228	2.8754492551016946	1.019009133838365	0.13250323987658563	-0.658824651895934	-0.9700537923050745	2.1004071188453906	-0.6712276163132429	-0.569458356113611	0.5529711718026629	0.7957576474279711	-0.41948609762629263	-1.9029398257278842	0.02220143537635266	-0.6148295720671255	-1.7503443202670912	-0.4250852765364209	-0.6732458751584213	0.5389933883358692	3.2795881488848546	0.16891779435994897	-0.4714377567277264	1.5740540442475153
ASCL2	2121	-0.6741839224455273	0.4053094888815746	0.10114781657237375	0.42995487619018774	-0.9641122361273631	-0.01547130867845504	0.7838362407639042	-0.1918181953807021	0.26985159679368337	-0.663296367124713	0.23792888777041635	-0.021361525400809916	1.301319222737747	0.38396776844635316	0.3265702958346478	0.6011204565234467	0.7377339438390123	-0.9345780097604555	0.432519953594682	0.02606150588461283	-0.338575291643066	1.4593396076464085	-1.6984807106735749	-1.3447958422393655	0.28155075592002893	0.644311486065605	0.04424818582582666	0.2817767452471214	-1.8599383581020483	-1.2009172118047065	2.455693018815508	0.18481198245970054	-0.12843510112724055	1.0076995617894298	-0.6468854727160531	0.07254576252993336	-0.7334603234451013	0.8705617463653231	-0.025136012297176314	0.764049786932199	1.2764996846878547	0.875506603752438	-1.5055711358669042	0.43084916572558696
